,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4747,1,GREENWICH VILLAGE-WEST,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,586,1008, ,R8,1 LEROY STREET,1C,10014,0,1,1, -  , -  ,0,2,R8, -  ,2017-01-31 00:00:00
4748,1,GREENWICH VILLAGE-WEST,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,586,1009, ,R8,1 LEROY STREET,1B,10014,0,1,1, -  , -  ,0,2,R8, -  ,2017-01-31 00:00:00
"4749,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""65 MORTON STREET, M1M"", ,10014,0,0,0, -  , -  ,1925,2,R9,810000,2016-09-09 00:00:00"
"4750,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""85 BARROW STREET, B6M"", ,10014,0,0,0, -  , -  ,1925,2,R9,790000,2016-11-29 00:00:00"
"4751,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""65 MORTON STREET, 3H"", ,10014,0,0,0, -  , -  ,1925,2,R9,850000,2017-01-24 00:00:00"
"4752,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""67 MORTON STREET, M5C"", ,10014,0,0,0, -  , -  ,1925,2,R9, -  ,2017-03-02 00:00:00"
"4753,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""65 MORTON STREET, M6N"", ,10014,0,0,0, -  , -  ,1925,2,R9,1030000,2017-03-22 00:00:00"
"4754,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""85 BARROW STREET, B6K"", ,10014,0,0,0, -  , -  ,1925,2,R9,900000,2017-03-24 00:00:00"
"4755,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""67 MORTON STREET, 2F"", ,10014,0,0,0, -  , -  ,1925,2,R9,815450,2017-05-02 00:00:00"
"4756,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""85 BARROW STREET, B2S"", ,10014,0,0,0, -  , -  ,1925,2,R9,850000,2017-05-01 00:00:00"
"4757,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""65 MORTON STREET, 5K"", ,10014,0,0,0, -  , -  ,1925,2,R9,727000,2017-05-18 00:00:00"
"4758,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""65 MORTON STREET, 2N"", ,10014,0,0,0, -  , -  ,1925,2,R9,1500000,2017-06-01 00:00:00"
"4759,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""85 BARROW STREET, B2J"", ,10014,0,0,0, -  , -  ,1925,2,R9,865000,2017-07-10 00:00:00"
"4760,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""67 MORTON STREET, M2G"", ,10014,0,0,0, -  , -  ,1925,2,R9,1465000,2017-08-01 00:00:00"
4761,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,87 BARROW, ,10014,0,0,0, -  , -  ,1925,2,R9,850000,2017-08-21 00:00:00
"4762,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,584,1002, ,R9,""65 MORTON STREET, 1N"", ,10014,0,0,0, -  , -  ,1925,2,R9,825000,2017-08-29 00:00:00"
"4763,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,590,1102, ,R9,""9 BARROW STREET, 3C"", ,10014,0,0,0, -  , -  ,1930,2,R9,780000,2016-10-27 00:00:00"
"4764,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,590,1102, ,R9,""9 BARROW STREET, 3G"", ,10014,0,0,0, -  , -  ,1930,2,R9, -  ,2016-11-07 00:00:00"
"4765,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,590,1102, ,R9,""9 BARROW STREET, 3E"", ,10014,0,0,0, -  , -  ,1930,2,R9, -  ,2016-11-07 00:00:00"
"4766,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,590,1102, ,R9,""9 BARROW STREET, 3F"", ,10014,0,0,0, -  , -  ,1930,2,R9, -  ,2016-11-07 00:00:00"
"4767,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,590,1102, ,R9,""9 BARROW STREET, 7G"", ,10014,0,0,0, -  , -  ,1930,2,R9,599000,2017-07-11 00:00:00"
"4768,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,590,1102, ,R9,""9 BARROW STREET, 4J"", ,10014,0,0,0, -  , -  ,1930,2,R9,500000,2017-07-28 00:00:00"
"4769,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, 2L"", ,10014,0,0,0, -  , -  ,1929,2,R9,1375000,2016-10-04 00:00:00"
"4770,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, 3G"", ,10014,0,0,0, -  , -  ,1929,2,R9,2750000,2016-10-26 00:00:00"
"4771,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, RES1"", ,10014,0,0,0, -  , -  ,1929,2,R9,1225000,2016-11-09 00:00:00"
"4772,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, RES1"", ,10014,0,0,0, -  , -  ,1929,2,R9,1475000,2016-12-14 00:00:00"
"4773,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO ST, RES1"", ,10014,0,0,0, -  , -  ,1929,2,R9,4600000,2017-01-03 00:00:00"
"4774,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, 2M"", ,10014,0,0,0, -  , -  ,1929,2,R9,1137500,2017-02-28 00:00:00"
"4775,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, 17D"", ,10014,0,0,0, -  , -  ,1929,2,R9,721524,2017-03-31 00:00:00"
"4776,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, 16F"", ,10014,0,0,0, -  , -  ,1929,2,R9,700000,2017-03-30 00:00:00"
"4777,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, RES1"", ,10014,0,0,0, -  , -  ,1929,2,R9,1325000,2017-06-14 00:00:00"
"4778,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, 10-N"", ,10014,0,0,0, -  , -  ,1929,2,R9,752000,2017-06-23 00:00:00"
"4779,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002, ,R9,""2 HORATIO STREET, 1L"", ,10014,0,0,0, -  , -  ,1929,2,R9,1272812,2017-07-06 00:00:00"
"4780,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,619,1103, ,R9,""204 WEST 10TH STREET, 4"", ,10014,0,0,0, -  , -  ,0,2,R9,584900,2016-12-19 00:00:00"
"4781,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,619,1103, ,R9,""204 WEST 10TH STREET, 18"", ,10014,0,0,0, -  , -  ,0,2,R9,725000,2017-06-22 00:00:00"
"4782,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,619,1103, ,R9,""204 WEST 10TH, 16"", ,10014,0,0,0, -  , -  ,0,2,R9,599000,2017-08-08 00:00:00"
"4783,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,623,1002, ,R9,""295 WEST 11TH   STREET, 2"", ,10014,0,0,0, -  , -  ,0,2,R9,825000,2017-04-26 00:00:00"
"4784,1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,624,1302, ,R9,""419 BLEECKER STREET, RESD"", ,10014,0,0,0, -  , -  ,1939,2,R9,635000,2016-10-25 00:00:00"
4785,1,GREENWICH VILLAGE-WEST,21 OFFICE BUILDINGS                        ,4,603,28, ,O3,95 MORTON STREET, ,10014,0,11,11,20019,154328,1911,4,O3,205961801,2017-04-05 00:00:00
4786,1,GREENWICH VILLAGE-WEST,21 OFFICE BUILDINGS                        ,4,627,8, ,O5,32 GANSEVOORT STREET, ,10014,2,3,5,2225,7875,1910,4,O5, -  ,2017-04-20 00:00:00
4787,1,GREENWICH VILLAGE-WEST,22 STORE BUILDINGS                         ,4,589,39, ,K2,309 AVENUE OF THE AMER, ,10014,0,1,1,2692,5400,1967,4,K2,10200000,2017-08-04 00:00:00
4788,1,GREENWICH VILLAGE-WEST,22 STORE BUILDINGS                         ,4,589,40, ,K4,307 AVENUE OF THE AMER, ,10014,0,2,2,4067,4550,1920,4,K4,6800000,2017-08-04 00:00:00
4789,1,GREENWICH VILLAGE-WEST,22 STORE BUILDINGS                         ,4,611,69, ,K4,139 WEST 10TH   STREET, ,10014,2,1,3,2090,4224,1880,4,K4,6856750,2016-09-14 00:00:00
4790,1,GREENWICH VILLAGE-WEST,22 STORE BUILDINGS                         ,4,644,51, ,K4,12 LITTLE WEST 12TH STR, ,10014,3,5,8,4723,5720,1899,4,K4, -  ,2017-05-02 00:00:00
4791,1,GREENWICH VILLAGE-WEST,27 FACTORIES                               ,4,601,72, ,F5,39 CLARKSON STREET, ,10014,0,1,1,5010,29967,1920,4,F5,29163200,2017-06-16 00:00:00
4792,1,GREENWICH VILLAGE-WEST,28 COMMERCIAL CONDOS                       ,4,611,1001, ,R5,130 7 AVENUE SOUTH,1,10014,0,1,1, -  , -  ,2015,4,R5, -  ,2016-10-11 00:00:00
4793,1,GREENWICH VILLAGE-WEST,28 COMMERCIAL CONDOS                       ,4,611,1002, ,R5,130 7 AVENUE SOUTH,2,10014,0,1,1, -  , -  ,2015,4,R5, -  ,2016-10-11 00:00:00
4794,1,GREENWICH VILLAGE-WEST,31 COMMERCIAL VACANT LAND                  ,4,636,46, ,V1,401 WEST STREET, ,10014,0,0,0,3762, -  ,0,4,V1,12750000,2016-11-15 00:00:00
4795,1,GREENWICH VILLAGE-WEST,36 OUTDOOR RECREATIONAL FACILITIES         ,4,617,1, ,Q1,76 GREENWICH AVENUE, ,10011,0,0,0,15845, -  ,0,4,Q1,3600000,2017-02-15 00:00:00
4796,1,GREENWICH VILLAGE-WEST,43 CONDO OFFICE BUILDINGS                  ,4,638,1001, ,RB,164 BANK STREET,A,10014,0,0,1, -  , -  ,1988,4,RB,65000,2017-06-28 00:00:00
4797,1,GREENWICH VILLAGE-WEST,46 CONDO STORE BUILDINGS                   ,4,612,1101, ,RK,25 CHARLES STREET,COMM,10014,0,0,1, -  , -  ,1910,4,RK,2200000,2017-06-15 00:00:00
4798,1,GREENWICH VILLAGE-WEST,47 CONDO NON-BUSINESS STORAGE              ,4,637,1426, ,RS,165 CHARLES STREET,RSU26,10014,0,0,1, -  , -  ,2004,4,RS, -  ,2017-05-04 00:00:00
4799,1,GREENWICH VILLAGE-WEST,47 CONDO NON-BUSINESS STORAGE              ,4,637,1426, ,RS,165 CHARLES STREET,RSU26,10014,0,0,1, -  , -  ,2004,4,RS, -  ,2016-12-29 00:00:00
4800,1,GREENWICH VILLAGE-WEST,47 CONDO NON-BUSINESS STORAGE              ,4,637,1427, ,RS,165 CHARLES STREET,RSU27,10014,0,0,1, -  , -  ,2004,4,RS, -  ,2017-05-04 00:00:00
4801,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1829,125, ,A4,221 WEST 113 STREET, ,10026,1,0,1,1682,2727,1910,1,A4, -  ,2016-12-15 00:00:00
4802,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1829,125, ,A4,221 WEST 113 STREET, ,10026,1,0,1,1682,2727,1910,1,A4, -  ,2016-12-15 00:00:00
4803,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1942,56, ,A5,282 WEST 137TH STREET, ,10030,1,0,1,1599,3120,1910,1,A5, -  ,2017-04-09 00:00:00
4804,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1942,58, ,A4,288 W. 137TH STREET, ,10030,1,0,1,1549,3036,1910,1,A4,2300000,2016-11-30 00:00:00
4805,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1960,41, ,A9,307 WEST 136 STREET, ,10030,1,0,1,1665,3200,1910,1,A9,1510000,2017-01-03 00:00:00
4806,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2023,21, ,A9,221 WEST 137 STREET, ,10030,1,0,1,1799,4080,1910,1,A9, -  ,2016-10-28 00:00:00
4807,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2024,28, ,A9,203 WEST 138 STREET, ,10030,1,0,1,1782,2861,1910,1,A9, -  ,2016-11-14 00:00:00
4808,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2024,50, ,A5,238 WEST 139TH STREET, ,10030,1,0,1,1699,3620,1910,1,A5,3050000,2017-01-31 00:00:00
4809,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2041,126, ,A9,314 WEST 138 STREET, ,10030,1,0,1,1699,3536,1901,1,A9,1595790,2017-08-31 00:00:00
4810,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2042,28, ,A9,114 EDGECOMBE AVENUE, ,10030,1,0,1,1488,3951,1899,1,A9,2200000,2017-03-30 00:00:00
4811,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2042,29, ,A9,112 EDGECOMBE AVENUE, ,10030,1,0,1,1431,3591,1899,1,A9,2100000,2017-07-06 00:00:00
4812,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2050,19, ,A4,311 CONVENT AVENUE, ,10031,1,0,1,2000,3371,1899,1,A4,3200000,2017-08-07 00:00:00
4813,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2050,74, ,A4,34 HAMILTON TERRACE, ,10031,1,0,1,1900,4122,1899,1,A4,3535000,2017-03-22 00:00:00
4814,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2050,80, ,A9,18 HAMILTON TER, ,10031,1,0,1,1600,4920,1915,1,A9, -  ,2016-11-09 00:00:00
4815,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2051,62, ,A4,227 EDGECOMBE AVENUE, ,10030,1,0,1,2000,3360,1899,1,A4,1000000,2016-09-29 00:00:00
4816,1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2051,137, ,A5,47 BRADHURST AVENUE, ,10030,1,0,1,1512,2313,1901,1,A5, -  ,2016-12-15 00:00:00
4817,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1720,62, ,B9,10 WEST 122 STREET, ,10027,2,0,2,2220,5138,1899,1,B9,1386200,2017-03-24 00:00:00
4818,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1722,135, ,B1,2006 5 AVENUE, ,10035,2,0,2,1560,3668,1910,1,B1, -  ,2016-10-13 00:00:00
4819,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1727,45, ,B9,16 WEST 130 STREET, ,10037,2,0,2,2498,3000,1909,1,B9,3750000,2017-06-05 00:00:00
4820,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1754,59, ,B3,30 EAST 130 STREET, ,10037,2,0,2,1686,3416,1900,1,B3,2450000,2017-01-30 00:00:00
4821,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1754,116, ,B1,2040 MADISON AVENUE, ,10035,2,0,2,1231,3240,1899,1,B1,1550000,2017-03-30 00:00:00
4822,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1902,40, ,B1,112 WEST 118TH STREET, ,10026,2,0,2,1615,3328,1998,1,B1,2800000,2016-11-16 00:00:00
4823,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1903,155, ,B2,148 WEST 119TH STREET, ,10026,2,0,2,1817,5004,1900,1,B2,3500000,2017-02-08 00:00:00
4824,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1904,19, ,B1,125 WEST 119 STREET, ,10026,2,0,2,2018,4980,1901,1,B1, -  ,2017-01-11 00:00:00
4825,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1915,34, ,S2,411 LENOX AVENUE, ,10037,2,1,3,2377,4002,1910,1,S2,3650000,2017-02-17 00:00:00
4826,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1916,127, ,B1,105 WEST 131 STREET, ,10027,2,0,2,1873,2889,1890,1,B1, -  ,2017-01-20 00:00:00
4827,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1937,52, ,B1,252 WEST 132 STREET, ,10027,2,0,2,1799,3600,1899,1,B1,1670000,2017-02-08 00:00:00
4828,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1937,52, ,B1,252 WEST 132 STREET, ,10027,2,0,2,1799,3600,1899,1,B1,1310000,2016-11-16 00:00:00
4829,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1937,123, ,B3,213 WEST 131 STREET, ,10027,2,0,2,1665,3460,1914,1,B3,2175000,2017-06-21 00:00:00
4830,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1941,49, ,B1,236 WEST 136 STREET, ,10030,2,0,2,1749,3400,1899,1,B1, -  ,2016-09-01 00:00:00
4831,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1941,59, ,B3,264 WEST 136 STREET, ,10030,2,0,2,1749,2625,1910,1,B3,850000,2017-03-27 00:00:00
4832,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1942,16, ,B1,237 WEST 136 STREET, ,10030,2,0,2,1599,3200,1899,1,B1,2000000,2016-12-07 00:00:00
4833,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1949,7, ,B3,355 WEST 122ND STREET, ,10027,2,0,2,1615,3840,1899,1,B3,500000,2016-12-05 00:00:00
4834,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1949,105, ,B3,359 WEST 122 STREET, ,10027,2,0,2,1514,3600,1899,1,B3, -  ,2017-03-10 00:00:00
4835,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1949,159, ,S2,360 WEST 123 STREET, ,10027,2,1,3,1615,2975,1910,1,S2, -  ,2016-10-28 00:00:00
4836,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1950,7, ,B3,357 WEST 123 STREET, ,10027,2,0,2,1598,2340,1899,1,B3,2460000,2017-05-17 00:00:00
4837,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1960,56, ,B3,310 WEST 137TH STREET, ,10030,2,0,2,1599,2496,1910,1,B3, -  ,2016-10-20 00:00:00
4838,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2024,62, ,B2,268 WEST 139 STREET, ,10030,2,0,2,1699,4000,1910,1,B2,2950000,2016-09-23 00:00:00
4839,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2041,28, ,B9,320 WEST 138 STREET, ,10030,2,0,2,1472,3400,1901,1,B9,1550000,2016-09-22 00:00:00
4840,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2042,124, ,B1,318 WEST 140 STREET, ,10030,2,0,2,1499,3000,1899,1,B1,1625000,2017-04-20 00:00:00
4841,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2050,101, ,B1,21 HAMILTON TERRACE, ,10031,2,0,2,756,4320,1901,1,B1,3450000,2017-03-31 00:00:00
4842,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2050,103, ,B9,27 HAMILTON TERRACE, ,10031,2,0,2,1343,3400,1899,1,B9,2000000,2017-06-06 00:00:00
4843,1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2053,65, ,B9,730 ST NICHOLAS AVENUE, ,10031,2,0,2,3033,8100,1910,1,B9,4300000,2017-08-10 00:00:00
4844,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1717,67, ,C0,80 WEST 119TH STREET, ,10026,3,0,3,1615,3328,1909,1,C0,1730000,2017-05-30 00:00:00
4845,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1718,16, ,C0,59 WEST 119TH STREET, ,10026,3,0,3,1682,2700,1909,1,C0, -  ,2017-04-10 00:00:00
4846,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1718,112, ,C0,71 WEST 119 STREET, ,10026,3,0,3,1817,3288,1909,1,C0, -  ,2017-03-09 00:00:00
4847,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1723,56, ,C0,46 WEST 126 STREET, ,10027,3,0,3,1998,3054,1910,1,C0,2685000,2016-09-19 00:00:00
4848,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1723,150, ,C0,32 WEST 126 STREET, ,10027,3,0,3,1874,2685,1909,1,C0, -  ,2017-03-24 00:00:00
4849,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1725,25, ,C0,25 WEST 127 STREET, ,10027,3,0,3,1874,6563,1909,1,C0, -  ,2017-03-04 00:00:00
4850,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1725,44, ,C0,18 WEST 128TH, ,10027,3,0,3,1749,3400,1899,1,C0, -  ,2017-02-28 00:00:00
4851,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1745,127, ,C0,59 EAST 118 STREET, ,10035,3,0,3,2018,4000,2001,1,C0, -  ,2017-03-28 00:00:00
4852,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1746,23, ,C0,59 EAST 119 STREET, ,10035,3,0,3,2086,3764,2002,1,C0, -  ,2017-02-03 00:00:00
4853,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1751,147, ,C0,62 EAST 127 STREET, ,10035,3,0,3,1873,3046,1909,1,C0,2505000,2017-03-27 00:00:00
4854,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1754,14, ,C0,29 EAST 129TH STREET, ,10035,3,0,3,1699,2852,1900,1,C0,1980000,2016-09-15 00:00:00
4855,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1828,122, ,C0,229 WEST 112 STREET, ,10026,3,0,3,1817,3600,1910,1,C0,3250000,2016-12-14 00:00:00
4856,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1903,117, ,C0,127 WEST 118 STREET, ,10026,3,0,3,2018,3900,1920,1,C0, -  ,2017-05-03 00:00:00
4857,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1903,117, ,C0,127 WEST 118 STREET, ,10026,3,0,3,2018,3900,1920,1,C0, -  ,2017-02-23 00:00:00
4858,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1908,25, ,C0,107 WEST 123 STREET, ,10027,3,0,3,2018,4480,1910,1,C0, -  ,2017-06-01 00:00:00
4859,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1911,3, ,C0,175 WEST 126 ST, ,10027,3,0,3,1699,2646,1910,1,C0,2390000,2017-08-11 00:00:00
4860,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1911,4, ,C0,173 WEST 126 STREET, ,10027,3,0,3,1699,2596,1910,1,C0,60000,2017-06-16 00:00:00
4861,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1911,19, ,C0,129 WEST 126TH STREET, ,10027,3,0,3,2495,3335,2000,1,C0,2200000,2016-10-13 00:00:00
4862,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1911,20, ,C0,125 WEST 126TH STREET, ,10027,3,0,3,1665,3332,1910,1,C0,2675000,2016-12-14 00:00:00
4863,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1916,10, ,C0,153 WEST 131 STREET, ,10027,3,0,3,1699,3400,1910,1,C0,1925000,2017-06-27 00:00:00
4864,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1917,19, ,C0,131 WEST 132ND STREET, ,10027,3,0,3,1699,3400,1910,1,C0,1700000,2017-01-17 00:00:00
4865,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1917,54, ,C0,154 WEST 133RD STREET, ,10030,3,0,3,1665,3332,1910,1,C0, -  ,2017-07-28 00:00:00
4866,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1918,159, ,C0,194 WEST 134 STREET, ,10030,3,0,3,1824,3320,2000,1,C0,1920000,2017-07-26 00:00:00
4867,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1928,25, ,C0,213 WEST 122 STREET, ,10027,3,0,3,1413,3248,1910,1,C0, -  ,2016-09-21 00:00:00
4868,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1941,43, ,C0,218 WEST 136 STREET, ,10030,3,0,3,1665,3332,1910,1,C0, -  ,2017-07-13 00:00:00
4869,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1942,9, ,C0,257 WEST 136TH STREET, ,10030,3,0,3,1699,2550,1910,1,C0, -  ,2017-07-25 00:00:00
4870,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,2042,9, ,C0,309 WEST 139TH STREET, ,10030,3,0,3,1699,3400,1899,1,C0, -  ,2017-03-15 00:00:00
4871,1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,2051,114, ,C0,208 EDGECOMBE AVENUE, ,10030,3,0,3,1152,2202,1901,1,C0, -  ,2017-02-17 00:00:00
4872,1,HARLEM-CENTRAL,04 TAX CLASS 1 CONDOS                      ,1C,1725,1202, ,R6,2068 FIFTH AVENUE,2,10035,1,0,1, -  , -  ,1880,1,R6,1800000,2017-07-21 00:00:00
4873,1,HARLEM-CENTRAL,04 TAX CLASS 1 CONDOS                      ,1C,2024,1002, ,R6,254 WEST 139 STREET,O,10030,1,0,1, -  , -  ,0,1,R6,1102500,2016-12-13 00:00:00
4874,1,HARLEM-CENTRAL,04 TAX CLASS 1 CONDOS                      ,1C,2050,1102, ,R6,418 WEST 144 STREET,2,10031,1,0,1, -  , -  ,1899,1,R6, -  ,2016-12-21 00:00:00
